2495 364 936 18 12 3 1197 54 35 2351 6 7025 917 21 3 1785 74 364 2 45 35 10384 3 54 202 423 788 2 93 3 578 559 1058 1027 1865 49 61 3861 351 4 	0 3 1 6 11 0 3 1 7 9 9 8 5 4 0 3 3 1 2 5 7 8 0 1 4 0 1 2 10 0 3 3 3 1 6 0 3 3 1 2 
8324 238 2012 12 9 3 662 127 3 394 364 54 38 1665 32 1368 192 6 350 4175 2 2404 7 359 4154 75 11 110 1596 5 1440 3003 23 65 304 870 4 	0 1 6 11 4 0 3 1 0 3 3 1 7 8 0 1 10 4 0 1 2 6 0 3 1 10 4 0 1 4 0 1 4 0 3 1 2 
6509 9 3 77 104 96 298 2 3 415 27 2016 24 7816 1013 2 53 21 5070 1013 313 962 9 77 104 4 	10 4 0 3 3 3 1 2 0 1 7 8 4 0 1 2 10 4 0 1 0 1 4 0 1 2 
14 65 1197 27 62 3250 1126 24 7855 864 2 53 21 5080 864 9 77 104 313 962 4 	0 3 1 7 9 8 5 4 0 1 2 10 4 0 1 4 0 1 0 1 2 
51 778 20 319 2 3 65 1197 1382 11 96 24 11326 864 2 53 21 234 10 778 359 5 11321 864 4 	4 5 4 5 2 0 3 1 6 4 5 4 0 1 2 10 4 5 0 3 1 4 0 1 2 
533 3 3916 200 9 77 104 2 468 11 329 1363 1882 24 13 11878 34 1861 2 53 296 100 4 	4 0 3 1 4 0 1 2 5 4 0 1 6 4 0 1 0 1 2 10 0 1 2 
4494 514 27 7 1259 2653 22 3367 4 	0 1 6 0 3 3 3 1 2 
51 312 96 9 1404 1690 319 2 468 27 2016 24 13 11874 34 1861 4 	4 0 1 4 0 1 5 2 5 7 8 4 0 1 0 1 2 
334 2928 1809 3172 3559 18 25 688 6 1549 3140 2905 758 83 11 13 495 7 56 4 	0 3 3 3 1 6 5 7 9 8 0 3 3 1 4 0 1 0 1 2 
51 34 423 1025 978 6 3140 2905 10 335 2 334 2928 18 3 337 17 1269 6 3 7582 5 7 1207 410 23 140 526 61 423 615 4 	4 0 3 3 1 4 0 1 0 1 2 0 1 6 0 1 6 12 4 0 1 4 0 3 1 4 16 17 4 0 1 2 
14 978 2 3235 6 7 940 28 3 409 8 200 820 2 18 3 675 17 62 6943 2151 4239 20260 598 4 	0 1 2 6 4 0 1 4 0 3 3 3 1 2 6 0 1 6 10 12 4 6 0 1 2 
558 3140 2905 601 375 6 572 20 3 940 4 	0 3 3 1 7 9 8 4 0 1 2 
14 13 11952 541 2640 3 40 24 47 13 11179 22 4 	0 3 3 1 6 0 1 4 0 3 3 1 2 
3140 2905 648 35 11516 89 738 4 	0 1 10 6 0 1 12 2 
1542 74 252 24 13 2292 2 53 13 7818 2 9 511 1444 96 4 	0 1 6 4 0 1 2 10 0 1 2 4 0 3 1 2 
14 40 17 7 1241 2 8716 2 553 5 10487 177 4 	0 1 6 0 3 3 3 3 1 4 0 1 2 
334 2928 62 18 9 3 940 12 25 1822 32 421 9 3140 2905 6 8076 19 4 	0 1 10 6 4 0 1 11 5 6 0 1 4 0 1 4 0 1 2 
86 134 1495 11640 3140 2905 381 89 2 257 5100 89 694 92 962 11 13 11849 6 13 7960 7 56 4 	5 10 6 0 3 3 3 1 2 4 0 1 6 0 1 4 0 3 3 3 1 0 1 2 
77 3587 404 14136 8 722 8659 432 334 2928 1809 83 2 3 4977 373 1209 5 334 2928 1809 14148 4 	0 3 3 3 3 3 1 6 0 3 3 1 2 0 3 3 1 4 0 3 3 1 2 
14 4977 979 1209 5 3 2006 17 5446 8225 14236 83 2 34 7200 716 5 5446 342 594 4 	0 3 3 1 4 0 1 6 0 3 3 1 2 0 3 1 4 0 3 1 2 
1078 5446 8225 8 5446 342 31 255 9 1111 4 	5 0 1 2 0 1 7 8 4 5 2 
8451 166 2 1977 11 109 5 3 937 88 5 801 7630 23 5618 2 31 9280 75 2 3448 3842 8 4363 6 1732 418 4 	0 1 2 6 4 5 4 0 1 18 19 5 6 4 5 2 7 8 15 2 6 10 2 7 9 8 5 2 
6694 2 2275 8 4045 113 36 674 160 707 2 833 11 52 626 37 312 158 42 2 1509 190 201 8 10868 536 11 1731 3836 4 	0 3 3 3 3 1 7 8 0 1 2 6 4 0 1 2 0 3 1 2 6 0 1 2 0 1 4 0 1 2 
4531 3803 135 43 433 1731 166 6 377 24 324 26 2559 26 418 8 3353 3303 9 3 158 270 78 4 	0 1 6 5 6 0 1 7 8 16 17 16 17 4 5 16 17 10 4 0 3 3 1 2 
197 10 7 241 412 21 258 78 93 1731 18145 27 7 4680 2457 11 65 3776 2 2777 6 7518 418 8 146 65 206 49 1967 4036 4 	5 6 0 3 1 4 0 1 10 0 1 6 0 3 1 4 0 1 2 7 9 8 5 2 6 0 1 13 14 10 2 
15 6379 35 2361 53 28 3 1134 5 411 1525 5 1731 1053 2 8 166 31 2143 6 361 53 16 24 7 160 15 359 6 37 613 49 61 3 418 160 2 16 18 8292 15132 2 299 5 10089 24 13412 14811 617 4 	2 5 7 8 15 4 0 1 4 0 1 4 0 1 2 2 5 7 9 9 8 10 2 4 0 1 2 12 4 2 13 14 4 0 3 1 2 2 6 0 1 2 5 4 5 4 0 3 1 2 
5394 6051 522 23 1283 843 872 18 43 433 50 7118 2 3431 8 2546 201 6 377 47 616 19 52 42 4 	5 6 10 4 0 3 1 6 5 6 0 3 3 3 3 3 1 7 8 0 3 1 0 1 2 
1943 161 19 5 3 2867 3803 10362 186 50 7118 201 6 4738 2 424 28 204 19 64 58 2792 6 1731 3836 6 884 201 9 250 78 4 	0 3 1 4 0 3 1 6 6 0 3 1 7 8 2 4 4 0 1 5 7 8 4 0 1 7 8 5 4 0 1 2 
15 231 17 3 117 42 202 1053 5618 9 1677 12 118 36 58 102 7 3662 8 9296 21312 9 4251 1053 166 2 16 18 3897 8610 2 7 1053 10089 2015 24 1283 843 9 3915 4 	2 5 6 0 3 1 4 0 1 4 5 10 5 7 8 0 3 3 3 3 1 4 0 3 1 2 2 6 0 1 2 0 3 3 1 4 0 1 4 5 2 
14 5618 5 7457 8 7726 113 12 605 9 1677 9657 3803 6 5515 11 1053 4 	0 1 4 0 3 3 1 5 6 4 5 6 5 7 8 4 5 2 
8266 81 383 50 597 49 9638 2 1072 6 10275 43 41 3002 6 2384 4 	5 7 8 0 1 16 17 2 6 4 5 5 6 12 7 8 2 
5394 491 47 13 1057 55 21 50 475 2 18491 2288 8 3786 201 2 6 47 13 1397 55 2 37 47 3138 19 5 2242 511 650 2 123 21 254 19 5 3160 9 3470 4 	5 6 0 3 3 1 4 0 3 3 3 3 3 3 1 2 4 0 3 3 1 2 2 0 3 1 4 0 3 1 2 10 4 0 1 4 5 4 5 2 
57 28 130 5 3 9963 3811 75 5 3 7118 363 2 1215 201 31 360 6 30 1508 1487 9 190 1731 166 4 	2 4 5 4 0 1 6 4 4 0 3 1 2 0 1 6 12 7 9 8 10 4 0 3 1 2 
15 5394 31 1130 932 3 881 10 101 2 129 16 18 29 8610 4 	2 5 7 8 2 0 1 6 12 2 2 2 6 0 1 2 
15 5394 384 33 30 570 6 920 11 21096 1049 26 43 36 11 3 92 1094 37 406 78 4 	2 5 7 9 8 12 7 8 4 0 1 11 5 6 4 0 3 3 3 3 1 2 
6690 166 384 33 30 34 1581 11 5856 291 707 9 66 3413 5 3 467 4 16 	0 1 7 9 8 0 1 4 6 0 1 4 0 1 4 0 1 2 2 
722 13350 2 7 1830 24 3485 700 3978 83 2 6328 2 1470 2 18 15 148 689 4178 84 3 800 5 5618 9 17896 4291 4 	0 1 2 0 1 4 0 3 3 1 2 5 2 5 2 6 2 5 7 8 0 3 1 4 5 4 0 1 2 
702 118 31 2143 6 492 362 17897 707 26 2359 2603 597 2 226 190 1732 201 8 226 49 11 1993 4 	10 5 7 9 9 8 0 3 1 11 5 6 5 2 6 0 3 1 2 6 5 4 5 2 
693 928 492 2359 990 6 19980 70 5 3 111 2986 12 3363 786 4 16 	5 7 8 5 7 9 8 5 4 0 3 1 5 6 10 2 2 
1410 1842 969 12 3 263 556 31 101 11 3803 4 	0 1 6 11 0 3 1 6 12 4 5 2 
15 385 10 171 7 450 5 830 20 166 9 198 3786 8 2288 2 16 18 6449 14383 2 18678 9 1053 24 5312 959 5 2082 4 	2 5 6 10 0 1 4 5 4 5 4 0 3 3 1 2 2 6 0 1 2 5 4 5 4 0 1 4 5 2 
14221 113 2 45 1358 3 1731 5 251 3803 9 320 2288 10890 2 7017 595 7 3476 19 160 180 7191 92 840 4 	0 1 2 5 6 0 1 4 0 1 4 0 3 1 2 6 10 0 3 3 3 1 6 0 1 2 
14 2359 41 3632 7100 11 54 56 4 	0 1 7 8 10 4 0 1 2 
14929 707 31 360 6 30 10545 23 7768 19899 1073 8 18605 801 11 1731 21 1672 4 	0 1 6 12 7 9 8 4 0 3 1 2 0 1 4 5 4 5 2 
558 601 24 3920 8452 83 2 7 5319 1944 2 629 2 18701 1120 2 18 160 3279 9 12 206 35 2351 6 15 6027 4 16 	0 1 4 0 3 1 2 0 3 3 3 3 3 3 1 2 6 0 1 4 0 1 7 9 8 2 6 2 2 
3920 8452 216 6 951 32 166 5105 19 313 52 42 37 312 158 42 2 8 24 324 85 2368 36 674 773 707 4 	0 1 7 9 8 0 1 0 1 0 3 1 2 0 3 1 2 2 0 3 3 1 7 8 0 1 2 
15515 31 15 628 6 3414 6006 12 43 485 6 1170 3 16270 2 7111 47 54 56 8 344 11 190 166 2 16 18 822 5292 2 34 358 24 2078 8230 4 	5 6 2 7 9 8 5 11 5 7 9 8 0 1 2 6 4 0 1 2 6 4 0 1 2 2 6 0 1 2 0 1 4 0 1 2 
156 15 3803 31 573 3 4163 12 43 36 2805 71 21136 163 196 310 26 130 26 43 90 2 16 39 18 4 	2 2 5 7 8 0 1 11 5 7 8 0 1 10 4 5 0 1 11 5 6 2 2 5 6 2 
12640 2359 1211 50 166 11 65 177 323 1086 3 487 6 2881 23 47 296 19 142 52 187 4 	0 1 6 0 1 4 0 1 6 4 0 1 4 5 4 0 3 1 0 3 1 2 
156 532 439 2909 18 25 216 6 970 32 166 7 395 347 19 101 3 158 85 78 4 	2 0 3 1 6 5 7 9 8 0 1 0 3 3 1 4 0 3 3 1 2 
1625 160 707 15 38 180 3 382 291 5 65 177 8 1328 123 3 160 5 180 5 65 1843 2 16 18 1244 13212 2 7 714 281 116 5 9084 439 91 5388 794 6696 83 2 3 65 15880 716 5 8755 9084 14068 5 532 4 	0 3 1 2 7 8 0 3 1 4 0 1 2 6 15 0 1 4 5 4 0 1 2 2 6 0 1 2 0 3 3 1 4 0 3 3 3 3 3 1 2 0 3 3 1 4 0 3 1 4 5 2 
8928 113 1712 2208 2536 2 102 26 554 2 3695 2 2535 8 18546 19331 2 36 63 570 6 180 50 166 9 3 92 1003 5 78 4 	0 1 6 0 1 2 18 19 5 2 5 2 5 2 0 1 2 7 8 12 7 8 0 1 4 0 3 1 4 5 2 
327 2208 2275 166 36 229 15 380 19 6 616 19 9 3 250 270 139 2 16 18 2078 10 29 5292 4 	0 3 3 1 7 8 2 0 3 3 3 1 4 0 3 3 1 2 2 6 5 0 3 1 2 
156 4326 735 1712 6940 31 62 628 6 951 50 166 4 	2 0 1 6 5 7 9 9 9 8 0 1 2 
8266 1822 166 49 61 161 19 9 3 869 1914 205 3 65 8 618 92 466 2 4828 6 1448 2442 166 6 142 1073 4 	5 6 5 0 3 3 1 4 0 3 1 4 0 1 2 5 0 1 2 7 9 9 8 5 4 0 1 2 
8928 735 277 9 3 487 176 6 951 166 20 6940 1712 65 1843 6 2881 47 161 19 2 2227 158 840 4 	0 1 6 4 0 1 7 9 8 5 4 5 6 0 1 4 5 0 3 1 2 12 0 1 2 
3175 2904 83 18 25 782 7 4924 952 28 3 409 8 200 820 11 7 437 397 5 452 22 381 89 4 	0 3 1 6 5 6 0 3 1 4 0 3 3 3 1 4 0 3 1 4 0 3 3 1 2 
14 6297 5250 2 8255 40 18 25 44 36 11681 22 381 89 738 82 3 397 4 	0 3 3 3 3 1 6 5 7 8 0 3 3 1 12 4 0 1 2 
14 1850 8 13671 40 18 1345 1180 516 1693 38 918 3 5031 4 	0 3 3 3 1 6 0 3 3 1 7 8 0 1 2 
3191 21 3 208 38 30 273 11 20054 8 20011 1046 2 26 227 26 11 3 1165 3175 2904 18261 8 6071 3052 4 	5 4 0 1 7 9 8 4 0 3 3 1 18 28 28 19 4 0 3 3 3 3 3 3 1 2 
2885 3208 20693 101 7 978 21 59 600 1870 264 20 10410 11 18477 4 	0 1 6 4 0 1 4 0 1 6 5 4 5 4 5 2 
29 3208 699 3 4755 27 3840 80 39 2089 12 59 600 1394 6 189 4945 5 264 11 519 1765 4 	0 1 6 0 1 6 12 2 5 6 11 0 1 7 9 8 12 4 5 4 0 1 2 
15555 6 3054 3 600 6 412 59 596 2 39 837 6 7 15 40 414 16 11 7 2249 4 	12 7 8 0 1 7 8 0 1 2 5 6 4 0 3 3 1 2 4 0 1 2 
307 3 833 126 2 29 3208 2105 7 934 1514 9 7 388 1014 295 39 1604 4 	4 0 3 1 2 0 1 6 0 3 1 4 0 1 4 10 5 6 2 
655 3 170 585 5 3 414 1498 887 2 3 164 5 3 1098 18 67 15 8475 1087 8 1392 614 154 1494 4 	11 0 3 1 4 0 1 6 5 2 0 1 4 0 1 6 2 2 6 10 2 6 5 5 6 2 
148 105 2526 1318 26 133 344 673 2 37 118 105 2642 374 3 280 4 16 	5 7 8 5 11 5 6 15 2 2 5 7 8 4 0 1 2 2 
1409 1572 37 3097 19979 41 2129 4 	0 3 3 3 1 6 12 2 
14 95 1429 124 41 7 1003 5 1504 2456 2 71 5 2467 3025 29 3208 10 477 18519 8 44 303 2384 9 110 3681 1044 6 537 3 414 3 732 3055 4 	0 3 3 1 6 0 1 4 0 1 2 5 4 5 6 0 1 0 1 10 2 7 9 8 15 0 1 6 7 8 0 1 0 3 1 2 
2329 7 9503 5 1483 2 29 3208 652 59 1221 4 	4 0 1 4 5 2 0 1 6 0 1 2 
115 6060 47 296 1128 4 	5 6 0 3 1 2 
441 39 27 155 2 3 414 585 1034 128 1318 2 260 3 164 18 43 44 179 6 2248 59 600 10 1327 8 1330 6 21523 4 	10 5 6 12 2 0 3 1 6 0 1 2 10 0 1 6 5 7 9 9 8 0 1 0 1 2 6 4 5 2 
14 164 2131 29 3208 7 596 819 85 515 4 	0 1 6 0 1 0 1 4 0 1 2 
2885 3208 17 7 17726 737 2 60 3 5767 2990 17 362 4 	0 1 6 0 3 1 2 2 0 1 6 6 12 2 
86 1494 24 2916 72 9 546 656 4 	5 6 4 0 1 4 0 1 2 
14 414 17 389 3 995 4438 748 2 37 174 15 14286 2 16 8 25 17 360 6 2248 7 1003 5 2225 661 7 42 4 	0 1 7 8 0 3 3 1 2 2 0 3 1 2 2 2 5 6 12 7 8 0 3 3 3 1 0 1 2 
12674 70 2222 5 52 416 8 25 81 30 1224 739 446 24 304 1081 9 8695 2 3 1684 8 15557 1143 4132 5 8529 9 3992 2 7 507 2171 520 9 894 2 4539 2 37 7 325 5 66 113 4 	6 0 1 4 0 1 2 5 7 9 8 5 10 4 0 1 4 5 2 0 3 3 3 3 1 4 5 4 5 2 0 3 3 1 4 5 2 5 2 2 0 1 4 0 1 2 
795 508 31 10344 9 7 818 69 1899 9 3 413 557 67 3 377 5 154 68 827 413 248 857 4 	0 1 6 5 4 0 3 3 1 4 0 3 1 2 0 1 4 5 5 6 0 3 1 2 
718 413 248 857 17 10375 446 9 270 113 48 1583 495 6 789 48 25 17 71 5 3 17685 1833 2845 9 206 4 	11 0 3 1 7 8 5 4 0 1 2 10 0 3 1 2 5 6 5 4 0 3 3 1 4 5 2 
51 3 662 937 7 855 5 19496 113 31 360 6 5465 25 4 	4 0 3 1 0 1 4 0 1 6 12 7 8 5 2 
2890 248 857 2726 6 356 11 7 3451 5 1765 4 	0 3 1 6 4 5 4 0 1 4 5 2 
86 3789 4853 21 7019 479 8 17566 2 28 84 12 980 11 1048 1258 201 8 623 437 3074 4 	5 6 5 4 0 3 3 1 2 4 5 5 6 4 0 3 1 2 0 3 1 2 
86 4183 6 709 75 6095 4 	5 7 9 8 15 5 2 
86 707 1840 2365 6 3 40 2 28 84 12 980 11 4776 8 1167 432 4 	5 6 0 1 4 0 1 2 4 5 5 6 4 5 2 0 1 2 
725 484 463 356 1332 98 6 2763 413 248 857 237 	5 2 0 3 1 6 7 8 0 3 1 2 
2061 31 510 1011 1670 67 	10 6 0 3 1 2 
143 4 6526 1222 133 36 7 338 1504 1252 4 	29 2 6 12 5 6 0 3 3 1 2 
86 484 30 570 6 1986 109 5 3 2537 12 90 73 30 20558 9 3 21113 23 627 8 50 10782 2 1838 3 40 414 37 9113 38 30 7225 28 661 4 	5 7 8 12 7 8 5 4 0 1 5 7 9 9 8 4 0 1 4 5 2 0 1 2 10 0 3 3 3 1 6 7 8 4 5 2 
307 2921 2 3 5349 5353 14790 748 105 2248 95 47 296 661 7 42 80 3 985 5 3 128 1304 5 2537 31 7516 24 142 10740 4 	4 5 2 0 3 3 3 1 7 8 0 3 3 1 0 1 2 0 1 4 0 3 1 4 5 7 8 4 0 1 2 
307 15394 2 3 2189 422 5 12611 18161 261 6 757 661 7 42 2 95 7 5715 5 3 2537 1148 6 1504 2456 4 	4 5 2 0 3 1 4 5 6 0 3 3 1 0 1 2 0 3 1 4 0 1 6 4 0 1 2 
307 1112 2 3 14862 8873 422 105 2248 95 378 37 141 661 88 5 1504 10 10672 9 16701 4 	4 5 2 0 3 3 1 7 8 0 3 3 3 1 18 19 5 0 1 4 5 2 
51 7 7730 42 2 53 6 296 19 5 3 246 829 1567 6 1504 2456 28 2537 5 3840 1393 4 	4 0 3 1 2 0 3 3 1 4 0 3 1 6 4 0 1 4 5 4 0 1 2 
51 7 458 40 12 980 128 1304 5 2537 11 1504 6 1986 4 	4 0 3 1 5 6 0 1 4 5 4 5 7 8 2 
275 4 8445 37 9971 2 3105 84 463 627 8 20814 9 3 40 10 4770 1704 4 	29 2 16 23 17 2 6 0 3 3 3 1 4 0 1 0 3 1 2 
15156 12 43 434 40 1504 267 16134 8 17858 2 11 25 17 3 15 527 16 5729 40 2751 8 9113 4 	6 11 5 6 0 3 1 16 23 17 2 2 5 6 0 3 1 2 6 0 3 3 1 2 
8294 137 9 3322 2537 141 12 43 90 5956 398 1571 4 	6 5 4 6 5 21 22 5 7 8 5 10 2 
51 477 627 8 1504 2456 31 7742 8 10782 203 50 2537 6 7 40 414 37 6752 2 10834 627 6 1288 20143 26 7 849 5 103 459 2 11 9 7 263 4770 363 43 31 9282 6 2568 4 	11 2 5 2 0 1 6 12 2 5 6 0 1 4 0 3 3 3 1 2 6 5 7 8 5 4 0 1 4 0 1 2 2 4 0 3 3 1 5 7 9 9 8 2 
51 3 217 113 68 4356 2 4943 166 772 20 3 343 21 296 19 6 495 19 4 	4 0 3 1 5 6 2 0 1 6 4 0 1 4 0 1 4 0 1 2 
380 4 13339 453 133 302 7 1098 363 37 7 1455 6752 4 	29 2 6 2 5 6 0 3 1 2 0 3 1 2 
107 1098 363 179 12 9 3 2885 3208 416 7064 102 3593 26 256 3645 8 2 11 3 19434 2 1441 400 4 	0 3 1 4 5 4 0 3 3 1 6 0 1 4 0 1 2 2 4 0 1 2 0 1 2 
558 6752 363 48 12 17 2 34 9998 64 3589 117 26 7 17648 8 260 6056 7152 8 16014 3 3681 48 35 102 3593 26 4340 2 4169 8 3036 19742 4 	0 3 1 2 30 31 2 0 1 5 6 10 4 0 1 2 2 6 5 2 6 0 1 2 6 0 1 4 5 2 5 2 0 1 2 
330 747 2067 8 289 5 506 31 316 3 113 1054 3 20459 1704 4 	0 3 1 2 5 4 5 6 4 0 1 6 0 3 1 2 
616 4 6526 463 4770 363 4378 4 	29 2 6 0 3 1 12 2 
86 384 33 98 110 263 11 3598 1603 479 434 47 25 4 	5 7 9 8 0 1 4 5 11 5 6 4 5 2 
580 18866 5743 6 344 84 75 9 560 50 4770 861 11 1154 5 5655 16892 8 6881 20564 6 2561 2537 4 	0 1 7 9 8 16 17 4 6 0 3 1 4 5 4 6 5 2 0 1 7 8 5 2 
533 3 66 1156 2 43 146 1222 24 7 1161 12 50 861 31 2990 9 50 1840 18116 8 6060 53 23 1504 2456 4 	4 0 3 1 2 5 6 12 4 0 1 11 0 1 7 8 4 0 3 1 2 6 15 4 0 1 2 
15235 8198 1567 395 8 1517 3684 32 18060 4272 9 16608 1246 611 4 	0 1 6 10 2 7 8 0 3 1 4 0 3 1 2 
14526 2 71 5 3 632 1173 6 2110 21389 11 463 4770 363 17 11 602 356 6 400 25 4 	10 2 5 4 0 3 1 7 8 5 4 0 3 1 6 11 0 1 7 8 5 2 
